accomplish,"vt.完成,达到,实现"
spawn,"n.(鱼等的)卵,(植物)菌丝,产物v.产卵"
zigzag,"n.Z字形,锯齿形,蜿蜒曲折adj.曲折的,锯齿形的,Z字形的adv.作Z字形地,弯弯曲曲地v.成Z字形,作Z字形行进,曲折前进"
dot,"n.点,圆点,园点vt.在...上打点"
brim,"n.(杯,碗等)边,边缘,(河)边vt.注满,使满溢vi.满溢"
skip,"v.跳,蹦,急速改变,跳读,遗漏,跳跃n.跳跃"
dart,"n.标枪,镖,(昆虫的)刺,飞快的动作v.飞奔,投掷"
crown,"n.王冠,花冠,顶vt.加冕,顶上有,表彰,使圆满完成"
marshal,"n.元帅,典礼官,执行官,司仪官vt.整顿,配置,汇集vi.排列,集合"
bandage,n.绷带
dynamite,"n.炸药,<俚> 能产生不凡效果的人或物vt.炸毁,使失败"
enlist,"v.征募,谋取(支持、赞助等),应募,赞助,支持,征召,参军"
skirmish,n.小冲突v.进行一场小冲突
ration,"n.定量,配给量,定量配给v.配给,分发,实行定量配给"
buffet,"n.餐具柜,小卖部,殴打,打击v.打击,搏斗"
dodge,"v.避开,躲避n.<俗> 诡计,躲藏"
subdue,v.征服
annex,"n.附件vt.并吞,附加"
vacate,"v.腾出,空出,离(职),退(位)"
spy,"n.特工人员,间谍,侦探,探员,秘密侦察他人行动者v.侦察,侦察,发现"
foil,"n.箔,金属薄片,[建]叶形片,烘托,衬托vt.衬托,阻止,挡开,挫败,贴箔于"
plunder,"v.抢劫n.抢劫,战利品"
handcuff,n.手拷v.上手拷
slander,n.诽谤v.诽谤
smear,"v.涂上,抹掉,涂污,诽谤,抹去n.油迹,污点,涂片,釉,中伤"
hawk,"n.鹰,掠夺他人的人,鹰派成员vi.放鹰,像鹰一般地袭击,清嗓,咳嗽vt.捕捉,咳出,兜售,(沿街)叫卖,散播"
buck,"n.<美口> 元,雄鹿,公羊,公兔v.(马等)突然一跃(将骑手摔下)"
bug,"n.小虫,臭虫,缺陷,错误;v.装置窃昕器,打扰"
bust,"n.半身像,胸像,(妇女的)胸部"
pore,"n.毛孔,小孔,气孔vi.熟读,凝视,细想,沉思vt.因凝视过度使...疲劳"
vein,"n.血管,静脉,叶脉,翅脉,矿脉,纹理,性情,心绪vt.使成脉络,象脉络般分布于"
gum,"n.齿龈,树脂,橡胶,橡胶树,口香糖,香口胶,泡泡糖"
lap,"n.(坐时的)大腿前部,膝盖,舔声,(水)溅泼声,重叠的部分,(跑道的)一圈,衣兜,下摆vi.重叠,围住,轻拍,舔vt.包围,抱...在膝上,使重叠,舔食,泼溅,拍打"
palm,"n.手掌,棕榈,(象征胜利的)棕榈叶vt.与...握手,藏...于掌中,蒙混"
herald,"n.使者,传令官,通报者,先驱,预兆vt.预报,宣布,传达,欢呼"
throng,v.群集
tramp,"v.重步行走,踏,践,践踏"
knot,"n.(绳等的)结,(树的)节,节(船速,＝哩／小时)v.打结"
sponge,"n.海绵,海绵体,海绵状物,(外科用的)棉球,纱布v.用海绵等冼涤、揩拭、擦拭或清除,用海绵吸收(液体),(俗)依赖某人生活,诈取某人钱财,海绵般吸收"
peg,"n.钉,栓,桩,销子,借口vt.钉木钉,固定,限制vi.坚持不懈地工作 Peg 佩格(女子名)"
mill,"n.压榨机,磨坊,磨粉机,工厂,制造厂vt.碾磨,磨细,搅拌,使乱转,打vi.乱转,被碾磨"
scoop,"n.铲子v.掘,挖"
unearth,v.掘出
stall,"n.货摊,畜栏,厩,出售摊v.(使)停转,(使)停止,迟延"
slant,"v.(使)倾斜,歪向n.倾斜"
skyrocket,n.流星焰火
tan,"n.日晒后的颜色,棕褐色,茶色adj.棕褐色的,茶色v.晒黑,晒成褐色"
streak,"v.飞跑,加上条纹"
grit,"n.粗砂v.研磨,在...上铺砂砾"
discretion,n.判断力
rehabilitate,"v.使(身体)康复,使复职,使恢复名誉,使复原"
slate,"n.板岩,石板,石片,蓝色adj.暗蓝灰色的,含板岩的v.铺石板"
intercourse,"n.交往,交流"
salon,n.沙龙
banquet,n.宴会
carnival,"n.狂欢节,饮宴狂欢"
handshake,n.握手
companionship,"n.交谊,友谊"
gateway,"n.门,通路,网关"
midway,"n.中途,半路adj.中途的adv.在中途"
halfway,"adj.中途的,部分的,不彻底的adv.半路地,在中途,在半途"
far-off,
intercontinental,"adj.大陆间的,洲际的"
landmark,"n.(航海)陆标,地界标,里程碑,划时代的事,"
milestone,"n.里程碑,里程标,重要事件,转折点"
cornerstone,"n.墙角石,基础"
groundwork,"n.地基,基础,根基"
parting,"n.分别,分歧处,(头发的)分缝adj.离别的,逝去的"
watershed,n.分水岭
fro,"adv.往,去,回,向后"
fore,"adj.在前部的,以前的adv.在前面,在船头n.前部,船头 prep.在前"
foregoing,"adj.在前的,前述的"
downward,adj.向下的
forth,"adv.往前,向外"
underside,"n.下面,内面,下腹,下侧"
whereabouts,"n.下落,行踪,所在之处adv.在何处n.(用作单或复)行踪,下落,所在"
onward,"adj.向前的adv.向前,在前面"
onwards,"adv.向前地,在先地"
clockwise,adj.顺时针方向的adv.顺时针方向地
hind,"adj.后边的,后面的"
squarely,"adv.方形地,直角地,四角地"
head-on,
deflect,"v.(使)偏斜,(使)偏转"
prehistoric,"adj.史前的,陈旧的"
medieval,"adj.中世纪的,仿中世纪的,老式的,<贬>原始的"
millennium,"n.太平盛世,一千年"
era,"n.时代,纪元,时期,[地]代"
hitherto,"adv.迄今,至今"
overnight,"n.头天晚上adj.通宵的,晚上的,前夜的adv.在前一夜,整夜,昨晚一晚上"
daybreak,"n.黎明,拂晓"
twilight,"n.黎明,微光,略知adj.微明的,黄昏的,黎明的,模糊的"
dusk,"n.薄暮,黄昏"
shortly,"adv.立刻,不久,简略地,简言之,即刻"
timetable,n.时间表
closure,n.关闭vt.使终止
duly,adv.适时地
disastrous,"adj.损失惨重的,悲伤的"
trough,"n.槽,水槽,饲料槽,木钵"
drought,"n.干旱,缺乏"
famine,"n.饥荒,<古>饥饿,严重的缺乏"
tornado,"n.旋风,龙卷风,大雷雨,具有巨大破坏性的人(或事物) [军] (""狂风"") 英国、德国、意大利三国合作研制的双座双发超音速变后掠翼战斗机"
gale,"n.大风,(突发的)一阵"
gust,"n.阵风,一阵狂风,(雨、冰雹、烟、火、声音等的)突然一阵,(感情的)迸发,汹涌"
headwind,
cyclone,"n.旋风,飓风,暴风,龙卷风,[气]气旋"
avalanche,n.雪崩v.雪崩
bolt,"n.门闩,螺钉,闪电,跑掉v.上门闩,囫囵吞下,逃跑"
lightning,"n.闪电 (""闪电"") 英国第一种超音速喷气式战斗机,英60年代的主力机种。"
frost,"n.霜,霜冻,严寒v.结霜"
sleet,"n.冰雨,雨夹雪vi.下雨雪,下冰雹"
sledge,"n.雪橇v.乘雪橇,用雪橇运送"
sleigh,"n.雪橇v.乘雪橇,用雪橇运输"
ski,n.滑雪橇vi.滑雪
antarctic,"adj.南极的,南极地带的"
arctic,"adj.北极的,北极区的n.北极,北极圈"
minus,"adj.负的,减的 prep.减去n.负数"
iceberg,"n.冰山,冷冰冰的人"
glacier,n.冰河
volcano,n.火山
lava,"n.熔岩,火山岩"
red-hot,
chasm,"n.深坑,裂口"
suntan,"n.晒黑,卡其色军服"
sunburn,"n.晒斑,晒黑"
teem,v.大量出现
downfall,"n.衰败,垮台,大雨,落下"
downpour,n.倾盆大雨
raindrop,"n.雨滴,雨点"
breeze,"n.微风,煤屑,焦炭渣,轻而易举的事,小风波vi.吹微风,逃走"
mist,n.薄雾
dew,"n.露,露水般的东西,清新"
dewdrop,"n.露珠,露滴"
smog,n.烟雾
observatory,"adj.天文台,气象台"
constellation,"n.[天]星群,星座,灿烂的一群"
galaxy,"n.星系,银河,一群显赫的人,一系列光彩夺目的东西"
Venus,
Jupiter,
mercury,"n.水银,汞,[罗神]墨丘利神(众神的信使)"
Mars,
Saturn,
comet,n.彗星
starry,adj.布满星星的
sundial,"n.(通过太阳知道时间的) 日规,日晷"
cosmos, 宇宙
cosmic,adj.宇宙的
spacecraft,n.太空船
solar,"adj.太阳的,日光的"
latitude,"n.纬度,范围,(用复数)地区,行动或言论的自由(范围)"
longitude,"n.经度,经线"
altitude,"n.(尤指海拔)高度,高处(海拔甚高的地方),(等级,地位等)高等"
equator,"n.赤道,赤道似的圈.圆"
ridge,"n.背脊,山脊,屋脊,山脉,犁垄v.起皱,成脊状延伸,翻土作垄"
plateau,"n.高地,高原(上升后的)稳定水平(或时期、状态)"
highland,"n.高地,丘陵地带"
hinterland,"n.内地,穷乡僻壤,内地贸易区,腹地"
marsh,"n.湿地,沼泽,沼泽地"
swamp,"n.沼泽,湿地,煤层聚水v.陷入沼泽,淹没,覆没"
heath,"n.[植]石南,石南树丛"
arid,"adj.干旱的,贫瘠的(土地等),无趣的,沉闷的"
sterile,"adj.贫脊的,不育的,不结果的,消过毒的,毫无结果的"
sterility,"n.不毛,不育,中性,无结果,无菌状态,思想贫乏"
prairie,"n.大草原,牧场,<美方>林间小空地"
meadow,"n.草地,牧场"
turf,"n.草根土,草皮,泥炭,跑马场,赛马vt.覆草皮于"
paddock,"n.(马厩或宅房的)小牧场,围场"
ranch,n.大农场v.经营牧场
treeline,
ashore,"adv.向岸地,在岸上地"
crag,n.峭壁
cliff,"n.悬崖,绝壁"
canyon,"n.<美>峡谷,溪谷"
strait,"adj.艰难的,苦恼的,窘迫的n.地峡,[straits] 海峡"
gulf,"n.海湾,深渊,漩涡,隔阂vt.吞没,使深深卷入"
engulf,"vt.卷入,吞没,狼吞虎咽"
bay,"n.海湾,狗吠声,绝路vt.吠,使走投无路vi.吠"
inlet,"n.进口,入口,水湾,小港,插入物"
ford,n.浅滩v.徒涉
waterfront,"n.水边地码头区,滨水地区"
offshore,"adj.向海面吹的,离岸的,海面上的"
delta,"n.三角州,德耳塔(希腊字母的第四个字)"
estuary,"n.河口,江口"
reef,"n.暗礁,收帆v.收(帆)"
isle,"n.小岛,岛vt.使成为岛屿vi.住在岛屿上"
peninsula,n.半岛
panorama,"n.全景 全景画,全景摄影"
cataract,"n.大瀑布,奔流,白内障"
torrent,"n.急流,洪流,连发,迸发"
creek,"n.小溪,小河,<主英>小港,小湾"
brook,n.小溪vt.容忍
pebble,"n.小圆石,小鹅卵石"
rugged,"adj.高低不平的,崎岖的,粗糙的,有皱纹的"
stony,"adj.多石的,无情的"
uneven,"adj.不平坦的,不平均的,不均匀的,奇数的"
picturesque,adj.独特的
splendor,"n.光彩,壮观,杰出"
splendour,"n.[亦作splendor] 光彩壮丽,显赫,杰出"
high-tech,
microchip, [计] 微芯片
microprocessor,n.[计]微处理器
fission,"n.裂开,分裂,分体,[原]裂变v.[原](使)裂变"
particle,"n.粒子,点,极小量,微粒,质点,小品词,语气"
molecule,"n.[化]分子,些微"
atom,n.原子
anode,"n.[电]阳极,正极"
optics,n.光学
optical,"adj.眼的,视力的,光学的"
laser,"n.激光;Light amplification by stimulated emission of radiation,激光器,应用量子效应产生相干光束的设备。"
laptop,膝上型电脑
desktop,n.桌面;a.台式的
digit,"n.阿拉伯数字,手指或足趾,一指宽(约四分之三英寸)"
digital,"adj.数字的,数位的,手指的n.数字,数字式"
hacker,电脑黑客
cursor,n.指针
biochemistry,n.生物化学
biotechnology,n.生物工艺学
ecosystem,n.生态系统
telecommunications,
telegraph,"n.电报机,电报v.打电报,发电报,打电报说"
telex,"n.电报,电传打字机"
hi-fi,
stereo,"n.立体声系统,立体声,[印]铅版,立体照片adj.立体的,立体感觉的"
audio,"adj.音频的,声频的,声音的"
audiovisuals,n.视听教具
aural,adj.听觉的
microphone,"n.扩音器,麦克风"
gadget,"n.小器具,小配件,小玩意,诡计"
machinery,"n.[总称] 机器,机械"
generator,"n.发电机,发生器"
modem,n.调制解调器
inventive,"adj.善于创造的,发明的"
bulldozer,n.推土机
telescope,n.望远镜v.压缩
elevator,"n.电梯,升降机,[空]升降舵"
escalator,"n.<美>电动扶梯,自动扶梯"
shutter,"n.关闭者,百叶窗,快门,<美俚>安眠药;vt.关上,装以遮门,以百叶窗遮闭"
dynamo,n.发电机
photography,"n.摄影,摄影术"
televise,"v.广播,播映"
caption,"n.标题,说明,字幕vt.加上标题,加上说明"
pornography,"n.色情文学,色情描写"
celluloid,n.赛璐珞
newscast,n.<美>新闻广播
newsletter,n.时事通讯
multimedia,"n.多媒体,多媒体的采用"
feat,"n.技艺,功绩,武艺,壮举,技艺表演adj.漂亮的,合适的"
far-reaching,
marked,"adj.有记号的,显著的"
mighty,"n.有势力的人adj.有势力的,强大的,有力的adv.很,极,非常"
suitability,"n.合适,适当,相配,适宜性"
rebirth,"n.复活,新生,复兴,轮回"
newborn,"n.婴儿adj.新生的,再生的"
renaissance,"n.复兴,复活,新生,文艺复兴,文艺复兴时期"
laureate,adj.佩戴桂冠的n.戴桂冠的人
noted,adj.著名的
honorary,"adj.荣誉的,名誉的,(债务的)道义上的"
orthodox,"adj.正统的,传统的,习惯的,保守的,东正教的"
genre,"n.类型,流派"
stylistic,"adj.格式上的,体裁上的"
stylish,"adj.时髦的,漂亮的,流行的"
mainstream,n.主流
romanticism,"n.浪漫精神,浪漫主义"
epic,"n.史诗,伟大事迹adj.英雄的,壮丽的,大规模的"
rhyme,"n.韵,押韵,押韵的词vi.押韵,作诗,韵律和谐vt.使押韵,用韵诗表达,把...写成诗"
rhythm,"n.节奏,韵律"
rhythmic,"adj.节奏的,合拍的"
rhythmical,"adj.节奏的,合拍的"
sonnet,"n.十四行诗,商籁体"
poetess,n.女诗人
modernise,v.<主英>=modernize
modernize,v.使现代化
modernism,"n.现代风,现代主义,现代思想"
hippie,"n.嬉皮,嬉皮模样的年青人"
hippy,n.嬉皮士
Gothic,
biography,n.传记
autobiography,n.自传
memo,n.备忘录
memoir,n.论文集
bibliography,"n.(有关一个题目或一个人的)书目,参考书目"
annals,"n.编年史,年报"
copyright,"n.版权,著作权"
opera,n.歌剧
theatrical,adj.戏剧性的
playwright,n.剧作家
monologue,"n.独白,独脚戏"
fable,"n.寓言,神话,谎言vi.讲故事,编寓言,煞有其事地讲述"
truism,n.真实性
motto,"n.座右铭,格言,题词,笺言"
proverb,n.谚语
slang,"n.俚语,行话v.用粗话骂,用俚语说"
axiom,n.[数]公理
resonance,"n.共鸣,回声,反响,中介,谐振,共振,共振子,极短命的不稳定基本粒子"
prose,n.散文
calligraphy,n.书法
masterpiece,"n.杰作,名著"
learned,"adj.有学问的,学术上的"
learning,"n.知识,学问,学习,学"
philosopher,"n.哲学家,哲人"
philosophy,"n.哲学,哲学体系,达观,冷静"
dialect,"n.方言,语调"
Esperanto,
bilingual,adj.能说两种语言的
linguistic,"adj.语言上的,语言学上的"
phonetic,"adj.语音的,语音学的,表示语音的"
diction,"n.措辞,用语,言语"
colloquial,"adj.口语的,通俗的"
intonation,"n.语调,声调"
idiomatic,"adj.惯用的,合乎语言习惯的"
seminar,"n.研究会,讨论发表会"
symposium,"n.讨论会,座谈会"
syllabus,n.课程提纲
discourse,"n.演讲,论述,论文,讲道,谈话,谈论vi.谈论,演说"
thesis,"n.论题,论文"
questionnaire,"n.调查表,问卷"
quiz,"n.测验,提问,恶作剧v.对...进行测验,盘问,挖苦"
truant,n.逃避者adj.逃避
dissertation,"n.(学位)论文,专题,论述,学术演讲"
freshman,"n.新生,大学一年级学生"
sophomore,"n.大学二年级生,有二年经验的人"
alumna,"n.女毕业生,女校友"
alumnus,"n.男毕业生,男校友"
collegiate,adj.学院的
polytechnic,adj.工艺的n.工艺学校
forestry,"n.林产,森林地,林学"
archaeology,n.考古学
aesthetics,"n.美学,美术理论,审美学,美的哲学"
engineering,n.工程(学)
geographic,"adj.地理学的,地理的"
geographical,"adj.地理学的,地理的"
geopolitics,n.地缘政治学
mentality,"n.智力,精神,心理,思想情况"
preoccupation,n.当务之急
aptitude,"n.恰当,智能,聪明,自然倾向"
knowledgeable,"adj.知识渊博的,有见识的"
proofread,"vt.校正,校对"
handicraft,"n.手工艺,手工艺品,手艺"
signature,"n.签名,署名,信号"
directory,"n.姓名地址录,目录"
propaganda,"n.宣传,[天主教]传道总会"
leaflet,"n.小叶,传单"
booklet,n.小册子
brochure,n.小册子
atlas,"n.地图,地图集"
flowchart,
facsimile,"n.摹写,传真"
Xerox,
scroll,"n.卷轴,卷形物,名册v.(使)成卷形"
blueprint,"n.蓝图,设计图,计划vt.制成蓝图,计划"
photocopy,n.影印v.影印
pictorial,adj.图示的n.画报
graph,"n.图表,曲线图"
graphic,"adj.绘画似的,图解的"
italic,"adj.[印]斜体的n.<总称>印欧语系,意大利语族,斜体字,斜体"
quarterly,"n.季刊adj.一年四次的,每季的adv.每季地"
subtitle,"n.副题(书本中的),说明对白的字幕"
foretell,"v.预言,预示,预测"
foreword,"n.前言,序"
précis,
gist,"n.要点,要旨,依据,[法律]诉讼主因"
keynote,n.基调
heading,n.标题
overleaf,"adv.在背面,在次页"
hardback,n.硬封面的书
encyclopedia,n.百科全书
encyclopaedia,n.百科全书
alphabet,n.字母表
alphabetic,"adj.照字母次序的,字母的"
alphabetical,"adj.依字母顺序的,字母的"
acronym,n.只取首字母的缩写词
affix,"vt.使附于,粘贴n.[语]词缀"
suffix,"n.[语] 后缀,下标vt.添后缀"
antonym,n.反义词
synonym,n.同义字
syllable,n.[语]音节vt.分成音节
consonant,adj.协调一致的
syntax,"n.[语]语法,有秩序的排列,句子构造,句法"
transitive,adj.及物的n.及物动词
predicate,n.谓词v.断言
subjunctive,adj.虚拟的n.虚拟语气
participle,n.分词
gerund,n.动名词
infinitive,n.不定词adj.不定词的
preposition,n.前置词
superlative,adj.最高的
rhetoric,adj.花言巧语的
rhetorical,adj.带修辞色彩的
simile,"n.[修辞]明喻,明喻的说法,明喻的词语用法"
paraphrase,v.解释n.解释
cliché,
apostrophe,"n.省略符号,呼语"
punctuation,"n.标点,标点符号"
hyphen,n.连字号vt.以连字号连接
colon,n.冒号
comma,"n.逗点,逗号"
parenthesis,"n.插入语,附带,插曲,圆括号"
semicolon,"n.分号(即"" "")"
terminology,n.术语学
footnote,n.脚注
shorthand,n.速记
thesaurus,n.辞典
happening,"n.事件,意外发生的事"
everlasting,"adj.永恒的,持久的,无止境的,耐用的"
unrest,"n.不安的状态,动荡的局面"
undercover,"adj.秘密从事的,秘密的,被雇进行间谍活动的"
imminent,"adj.即将来临的,逼近的"
omen,"n.预兆,征兆vt.预示,有...的前兆"
recurrence,"n.复发,重现,循环"
reminiscence,"n.回想,记忆力,怀旧"
showdown,n.摊牌
anecdote,"n.轶事,奇闻"
liaison,"n.联络,(语音)连音"
ordeal,"n.严酷的考验,痛苦的经验,折磨"
antecedent,n.先辈adj.先行的
misapprehension,"n.误会,误解"
demerit,n.缺点
fluff,"n.软毛,柔毛,绒毛,错误,无价值的东西vi.起毛,变松,出错vt.使起毛,抖松,念错(台词)"
butt,"n.粗大的一端,靶垛,笑柄v.以头抵撞,碰撞"
factual,"adj.事实的,实际的"
amiss,"adj.有毛病的,出差错的adv.错误的"
undue,adj.不适当的
needy,"adj.贫困的,非常贫穷的,缺乏生活必需品的"
affluent,"adj.丰富的,富裕的"
needless,"adj.不需要的,不必要的"
oblivious,"adj.遗忘的,忘却的,健忘的"
manifold,"n.复印本,多种adj.多种形式的,有许多部分的,多方面的vt.复写,繁殖,增多"
pendent,"adj.悬而未决的,未定的"
pendulum,"n.钟摆,摇锤"
shaky,"adj.虚弱的,颤抖的,不安的,不可靠的,震动的,摇晃的,动摇的"
overdue,adj.迟到的
swift,"n.[鸟]雨燕,(梳棉机等的)大滚筒adj.迅速的,快的,敏捷的,立刻的adv.迅速地,敏捷地"
shadowy,"adj.有阴影的,多荫的,阴凉的"
customary,"adj.习惯的,惯例的"
empirical,"adj.完全根据经验的,经验主义的,[化]实验式"
removable,"adj.抽取式的,可移动的"
removal,"n.移动,免职,切除"
appreciable,"adj.可感知的,可评估的"
sluggish,adj.行动迟缓的
dissent,v.不同意
dissident,n.持不同政见者
differential,adj.微分的n.微分
discrepancy,"n.相差,差异,矛盾"
congruent,adj.适合的
congruence,"n.适合,一致,叠合,全等,相合性"
congruency,
contention,"n.争夺,争论,争辩,论点"
brag,n.v.吹牛
pretence,n.伪装
pretense,"n.主张,要求,伪称,借口,自称"
strife,"n.斗争,冲突,竞争"
throatily,"adv.喉音地,嘶哑地"
dumb,"adj.哑的,无说话能力的,不说话的,无声音的"
falsehood,"n.谬误,不真实,谎言,虚假"
admittedly,"adv.公认地,诚然,无可否认的"
relativity,"n.相对性,相关性,[物]相对论"
expressly,"adv.明白地,特别地,清楚地"
tortuous,"adj.曲折的,转弯抹角的"
reasoning,"n.推理,评理,论证adj.推理的"
testament,n.遗嘱
breathtaking,"adj.惊人的,惊险的"
tumult,"n.吵闹,骚动,拥挤,混乱"
sulky,"adj.生气的,阴沉的"
placid,adj.平静的
indebted,"adj.负债的,感恩的"
jolly,"adj.欢乐的,高兴的,快活的"
overjoyed,"adj.狂喜的,极端高兴的"
gaily,"adv.华丽地,欢乐地"
heartbreak,n.难忍的悲伤或失望
heartbreaking,"adj.悲伤或失望到难忍程度的,无聊的,讨厌的"
sadden,v.悲哀
downcast,"adj.气馁的,悲哀的,沮丧的,(眼睛)向下看的"
shamefaced,"adj.害羞的,羞怯的,谦逊的,不惹眼的,羞耻的"
sullen,"adj.愠怒的,沉沉不乐的,(天气等)阴沉的"
dismal,"adj.阴沉的,凄凉的,暗的vt.使人消沉n.低落的情绪,沼泽"
melancholy,n.忧郁adj.忧郁
frail,"adj.虚弱的,脆弱的,(意志)薄弱的n.<美俚>少女,少妇,灯心草篓"
droop,"v.低垂,凋萎,萎靡"
suffocate,"vt.使窒息,噎住,闷熄vi.被闷死,窒息,受阻"
