cent,"n.(货币单位)分,分币"
bisexual,"adj.两性的,雌雄同体的,[生物]=性体,[精神病]在性欲上受两性吸引的人"
biweekly,adj.双周的n.半月刊
bigamist,n.重婚者
binoculars,n.双眼望远镜
bicolor,adj.二色的
bisect,"v.切成两分,对(截)开"
twin,"n.双胞胎中一人,孪生子adj.双胞胎的,一对的,相似的vi.生双胞胎,成对vt.孪生,使成对"
twice,"adv.两次,两倍"
twofold,"adj.两部分的,双重的adv.两部分地,双重地"
twiforked,
twiformed,"adj.有两种形式的,有两个部分的"
twilight,"n.黎明,微光,略知adj.微明的,黄昏的,黎明的,模糊的"
triangle,"n.[数]三角形,三人一组,三角关系"
triple,"n.三倍数,三个一组adj.三倍的vt.三倍与vi.增至三倍"
triennial,"adj.三年的,每三年一度的n.三年生植物,三年一次的事物"
trilogy,"n.三部剧,三部曲"
trio,n.三重唱
tripod,"n.三脚桌,三脚架"
biocide,
antibiotic,n.抗生素adj.抗生的
autobiography,n.自传
biosphere,n.生物圈
symbiosis,"n.[生]共生(现象),合作(或互利,互依)关系"
polysyllable,n.多音节字
polytechnical,adj.=polytechnic
polyfunctional,"adj.多官能的,多机能的 多重性的"
polygon,"n.[数]多角形,多边形"
polyandry,"n.一妻多夫,[植]多雄蕊"
polyglot,"adj.通晓数种语言,数种语言的n.通晓数种语言的人,用通晓数种语言记载的书"
hemicycle,"n.半圆形,半圆形斗技场,半圆形房间"
semiannual,"adj.每半年的,半年的"
demi-fixed,
semi-skilled,
hemisphere,n.半球
semi-arid,
semi-automatic,
semi-final,
decade,"n.十年,十"
decagram,n.十克
decasyllable,n.[诗]十音节
decameter,n.<美>(=decametre)十米
decathlete,"n.十项运动员,十项全能选手"
decathlon,n.十项运动
monarch,n.君主
monochrome,n.单色 单色的
monogamy,"n.一夫一妻制,[动]单配偶,单配性"
monograph,n.专论
monologue,"n.独白,独脚戏"
monomania,"n.对一事的热狂,偏执狂"
extraordinary,"adj.非常的,特别的,非凡的,特派的"
extravagant,"adj.奢侈的,浪费的,过分的,放纵的"
extracurricular,"adj.课外的,业余的"
extradite,"vt.引渡,受...引渡"
extraneous,"adj.无关系的,外来的,[化]外部裂化,[化]新异反射"
extrapolate,"v.推断,[数]外推"
extrovert,n.性格外向者
homocentric,"adj.具同一中心的,同心的"
homochromatic,"adj.单色的,只有单色的"
homonym,"n.同音异义字,同名异物"
homosexual,adj.同性恋的n.同性恋
homogenize,vi.均质化vt.使均匀
magnificence,"n.华丽,富丽堂皇"
magnification,"n.扩大,放大倍率"
magnitude,"n.大小,数量,巨大,广大,量级"
magnify,"vt.放大,扩大,赞美,夸大,夸张vi.有放大能力"
magnanimity,n.宽宏大量
magnate,"n.大资本家,巨头,富豪,要人,...大王"
magniloquent,"adj.使用夸张语言的,华而不实的,夸张的"
malice,"n.恶意,怨恨,预谋,蓄意犯罪"
malnutrition,"n.营养失调,营养不良"
maltreat,"vt.虐待,滥用"
malevolent,
malign,v.诽谤adj.恶毒的
malodor,n.恶臭
malpractice,n.玩忽职守
malfunction,n.故障
antetype,n.原型
antemarital,adj.婚前的
anterior,"adj.前面的,在前的"
anteroom,"n.接待室,前厅"
antecedent,n.先辈adj.先行的
circumstance,"n.环境,详情,境况"
circumference,"n.圆周,周围"
circumspect,"adj.慎重的,周到的"
circumvent,"vt.围绕,包围,智取"
circumscribe,"vt.在...周围画线,限制"
exotic,"adj.异国情调的,外来的,奇异的"
exosphere,"n.[气]外大气层,外逸层,"
exocentric,"adj.[语]外向的,离心的"
exogamy,n.异族结婚
exoteric,"adj.外面的,外界的,一般人所能理解的,开放的,公开的,普通的,通俗的n.公开的教义"
multilateral,"adj.多边的,多国的"
multimedia,"n.多媒体,多媒体的采用"
multilevel,n.多级
multiform,adj.多种形式的
multicolored,
multicultural,
multilingual,adj.使用多种语言的
multistory,
microphone,"n.扩音器,麦克风"
microscope,n.显微镜
microwave,n.微波(波长为1毫米至30厘米的高频电磁波)
microchip, [计] 微芯片
microbiology,n.微生物学
microprocessor,n.[计]微处理器
microfilm,n.[摄]缩影胶片v.缩微拍摄
microbe,"n.微生物,细菌"
microworld,
geometry,n.几何学
geographer,n.地理学者
geology,"n.地质学,地质概况"
geologist,n.地质学者
geothermal,"adj.地热的,地温的,地热(或地温)产生的"
geomagnetic,adj.地磁的
permanent,"adj.永久的,持久的"
persist,"vi.坚持,持续"
perspective,"n.透视画法,透视图,远景,前途,观点,看法,观点,观察"
perpetual,adj.永久的
perennial,"adj.四季不断的,终年的,长期的,永久的,(植物)多年生的"
pervade,v.遍及
perambulate,v.巡行
preschool,"adj.未满学龄的,入学前的n.幼儿园"
precaution,"n.预防,警惕,防范"
predict,"v.预知,预言,预报"
prehistory,n.史前史
precede,"v.领先(于),在...之前,先于"
preclude,n.排除
prefix,"n.[语]前缀,(人名前的)称谓(如Mr. Dr. Sir等)"
prepay,v.预付
prerogative,n.特权
dialogue,n.对话
diameter,n.直径
dialectic,adj.辩证的
diagnosis,n.诊断
diagonal,"adj.斜的,斜纹的,对角线的n.对角线,斜纹织物"
suspect,"n.嫌疑犯adj.令人怀疑的,不可信的,可疑的v.怀疑,猜想,对...有所觉察"
suspend,"vt.吊,悬挂v.延缓"
sustain,"vt.支撑,撑住,维持,持续"
susceptible,"adj.易受影响的,易感动的,容许...的n.(因缺乏免疫力而)易得病的人"
susceptive,"adj.感受性强的,敏感的,有接受力的"
suspense,"n.焦虑,悬念,悬而不决"
suspire,"vi.叹息,叹气"
curious,"adj.好奇的,求知的,古怪的,爱挑剔的"
mountainous,"adj.多山的,山一般的,巨大的"
cautious,"adj.谨慎的,小心的"
poisonous,adj.有毒的
rigorous,"adj.严格的,严厉的,严酷的,严峻的"
ingenuous,"adj.坦白的,自然的,直率的"
luminous,"adj.发光的,明亮的"
advantageous,adj.有利的
courteous,"adj.有礼貌的,谦恭的"
laborious,"adj.(指工作)艰苦的,费力的,(指人)勤劳的"
spacious,"adj.广大的,大规模的"
contagious,"adj.传染性的,会感染的"
nutritious,"adj.有营养成分的,营养的"
zealous,adj.热心的
floriferous,"adj.有花的,开花的,多花的,花盛开的"
odoriferous,"adj.散发气味的,臭的"
saliferous,adj.[地](岩层等)含盐的
captious,"adj.吹毛求疵的,挑剔的"
piteous,"adj.哀怨的,可怜的"
circuitous,adj.迂回线路的
lustrous,"adj.有光泽的,光辉的"
sententious,"adj.简洁的,警句的,富于格言的,很多(过分)说教式的"
euphonious,adj.悦耳
righteous,"adj.正直的,正当的,正义的"
impetuous,"adj.冲动的,猛烈的,激烈的"
stupid,"adj.愚蠢的,麻木的,乏味的"
invalid,"n.病人,残废者adj.有病的,残废的"
humid,"adj.充满潮湿的,湿润的,多湿气的"
placid,adj.平静的
florid,"adj.华丽的,红润的,炫耀的,绚丽的"
staid,adj.沉静的
fertile,"adj.肥沃的,富饶的,能繁殖的"
fragile,"adj.易碎的,脆的"
juvenile,"adj.青少年的,幼稚的n.青少年,少年读物"
ductile,"adj.易延展的,易教导的,柔软的"
mercantile,"adj.商人的,商业的,经商的,重商主义的,以金钱为目的的"
senile,"adj.老年的,高龄的,衰老的"
tortile,"adj.扭转的,弯曲的"
tenacious,adj.顽强的
voracious,"adj.狼吞虎咽的,贪婪的"
vivacious,"adj.活泼的,快活的,[植]多年生的"
audacious,"adj.大胆的,卤莽的,大胆创新的"
exterior,"adj.外部的,外在的,表面的,外交的,[建](适合)外用的n.外部,表面,外型"
inferior,"adj.下等的,下级的,差的,次的,自卑的,劣等的"
interior,"adj.内部的,内的n.内部"
posterior,adj.较晚的
instantaneous,"adj.瞬间的,即刻的,即时的"
simultaneous,"adj.同时的,同时发生的"
spontaneous,"adj.自发的,自然产生的"
subterraneous,"adj.地下的,隐匿的"
extraneous,"adj.无关系的,外来的,[化]外部裂化,[化]新异反射"
landscape,"n.风景,山水画,地形,前景v.美化"
waterscape,"n.水景,海景,水景画"
skyscape,n.以天空为主题的画
moonscape,n.月的表面
seascape,"n.海景,海景画"
otherwise,"adv.另外,否则,不同地,别的方式adj.另外的,其他方面的"
clockwise,adj.顺时针方向的adv.顺时针方向地
crosswise,"adv.斜地,成十字状地,交叉地"
edgewise,adv.把刀口朝前地
lengthwise,adj.<美>=lengthways
sidewise,"adj.向一边的,横斜的"
tenfold,adj.十倍的adv.成十倍n.十倍
threefold,adv.三倍
thousandfold,adj.千倍的adv.千倍地n.千倍
twofold,"adj.两部分的,双重的adv.两部分地,双重地"
manifold,"n.复印本,多种adj.多种形式的,有许多部分的,多方面的vt.复写,繁殖,增多"
kingdom,"n.王国,[宗]天国,上帝的统治,领域"
filmdom,"n.电影界,电影业"
officialdom,"n.官场,官僚作风"
sheikhdom,"n.酋长统辖之领土,酋长国"
random,"n.随意,任意adj.任意的,随便的,胡乱的adv.胡乱地"
wisdom,"n.智慧,明智的行为,学识,名言,贤人,至理名言"
serfdom,"n.农奴身份,农奴境遇"
boredom,n.厌倦
framework,"n.构架,框架,结构"
network,"n.网络,网状物,广播网"
firework,
lacework,"n.花边,花边般的透花工艺品"
pipework,
brickwork,n.砌砖
clockwork,n.时钟机构
brainwork,n.脑力劳动
housework,"n.家务,劳动,家务事"
classwork,"n.在教室做的功课,老师与学生一起在教室做的功课"
homework,"n.家庭作业,副业"
paperwork,n.文书工作
farmwork,
paintwork,"n.油漆工作,涂上的油漆"
shiftwork,
camerawork,"n.摄影(术),摄影技巧 摄影(机)操作"
fieldwork,"n.野战工事,野外工作,实地调查,现场工作"
needlework,"n.刺绣,缝纫"
musician,n.音乐家
politician,"n.政治家,政客"
technician,"n.技术员,技师"
logician,n.逻辑学家
statistician,"n.统计员,统计学家"
electrician,"n.电工,电学家"
optician,"n.光学仪器商,眼镜商,光学仪器制造者"
satisfy,"vt.满足,使满意,说服,使相信v.满意,确保"
beautify,v.美化
classify,"vt.分类,分等"
justify,v.证明...是正当的
magnify,"vt.放大,扩大,赞美,夸大,夸张vi.有放大能力"
modify,"vt.更改,修改v.修改"
purify,vt.使纯净v.净化
dignify,"vt.使尊荣,增威严,使高贵,故做显贵"
exemplify,"vt.例证,例示,作为...例子"
certify,"v.证明,保证"
horrify,"v.使恐怖,使极度厌恶,惊骇"
advertize,"vt.做广告,通知vi.做广告"
criticize,"v.批评,责备"
memorize,"v.[亦作memorise] 记住,记忆"
realize,"vt.认识到,了解,实现,实行"
popularize,v.普及
publicize,v.宣扬
authorize,v.批准
lionize,"vt.把...奉为名人,游览...名胜vi.游览名胜"
materialize,v.物化
neutralize,v.压制
temporize,v.见风驶舵
actress,n.女演员
waitress,n.女服务生
hostess,"n.女主人,女房东,女老板,女服务员,舞女"
goddess,n.女神
heiress,n.女性继承人
manageress,"n.女经理,女管理人"
mayoress,"n.市长夫人,女市长"
familiar,"adj.熟悉的,常见的,听惯的,亲近的,随便的n.密友,熟客,常客"
linear,"adj.线的,直线的,线性的"
vulgar,"adj.粗俗的,庸俗的,普通的,通俗的,本土的n.<古>平民,百姓"
titular,"adj.有名无实的,有资格的,有头衔的n.有称号(或职称)的人"
economy,"n.经济,节约,节约措施,经济实惠,系统,机体,经济制度的状况"
autonomy,n.自治
agronomy,"n.农艺学,农学"
antinomy,n.自相矛盾
magnitude,"n.大小,数量,巨大,广大,量级"
habitude,n.习俗
longitude,"n.经度,经线"
solitude,n.孤独
fortitude,n.坚韧
incertitude,"n.不肯定,不确定,无把握"
platitude,n.陈词滥调
plenitude,n.充分
