define,"vt.定义,详细说明"
seed,"n.种子,萌芽,原由,根据,子孙,精液vt.播种,结实,成熟,去...籽vi.结实,播种"
seek,"v.寻找,探索,寻求"
seem,"vi.象是,似乎"
self,"n.自己,自我,本性,本质,本人,私心vt.使近亲繁殖,[植]使自花授精vi.[植]自花授精adj.同一的"
selfish,adj.自私的
sell,"v.出售,卖"
seller,n.售货者
send,"vt.送,寄,发送,派遣,打发"
September,
serve,"v.当仆人,服务,服役,供职,招待,侍候,供应,适合n.发球"
service,"n.服务,服务性工作,服役,仪式vt.保养,维修adj.(军队)服现役的,服务性的,仆人的,耐用的"
set,"v.放,置,移动到,使(人或事物处于某种状态),提出,树立,规定,调整;n.一套,一副,一批,接受机,装置,趋势,布景;adj.固定的,规定的,坚决的,固执的,事先做好的;Secure Electronics Transations Protocol,安全电子商务协议"
seven," num.七,七个"
several,"adj.几个,个别的,单独的 pron.几个"
sex,"n.性别,男性或女性,性欲,<口>性交,<俚>生殖器,阴茎vt.区别...的性别,引起...的性欲"
shall,"v.aux.将,会"
shame,"n.羞耻,羞愧,可耻的人(或事物)"
shape,"n.外形,形状,形态,(尤指女子的)体形,身段,形式vt.制作,定形,使成形,塑造,使符合vi.成形,形成,成长"
share,"n.共享,参与,一份,部分,份额,参股vt.分享,均分,共有,分配vi.分享"
shark,"n.[鱼]鲨鱼,骗子<俚>内行,专家v.敲诈"
she, pron.[主格]她
ship,"n.船,海船,舰v.装上船,航运,载运,在船上工作"
shirt,"n.衬衫,衬衣"
shock,"n.打击,震动,冲突,休克,突击,禾束堆,乱蓬的头发vt.使震动,使休克,使受电击,震惊得vi.震动,吓人adj.蓬乱的,浓密的"
shoe,"n.鞋,鞋子v.穿...鞋"
shoot,"n.射击,发射,摄影,急流vt.射击,投射,伸出,拍摄,用完,挥出,给...注射,使爆炸vi.射出,射击,发出,发芽,射门,拍电影"
shop,"n.商店,店铺vi.买东西,购货"
shopper,n.购物者
shopping,"n.买东西,购物"
short,"n.简略,短路,短裤adj.短的,矮的,不足的,不够的,(智力等)弱的,浅薄的,松脆的,简短adv.突然,缺乏,不足"
short-term,
should,"v.aux.应该,将要"
shoulder,"n.肩,肩部,侧翼vt.肩负,承当"
shout,"v.呼喊,呼叫n.呼喊,呼叫"
show,"n.表示,展览,炫耀,外观,假装v.出示,指示,引导,说明,显示,展出,放映"
shower,"n.阵雨,淋浴,(一)阵,(一)大批vt.大量地给与"
sick,"n.病人adj.不舒服,有病的,恶心的,厌恶的,渴望的,病态的vt.呕吐,追击,使狗去咬"
side,"n.边,旁边,面,侧面,胁,一方,(一个)方面,摆架子adj.旁边的,侧面的,副的,枝节的vi.站在同一边"
sign,"n.标记,符号,记号,征兆,迹象,征候v.签名(于),署名(于)～,签署"
signal,"n.信号adj.信号的v.发信号,用信号通知"
silence,"n.静,寂静,沉默,静默vt.使沉默,使安静v.压制"
silent,"adj.寂静的,沉默的,无声的,无记载的"
silk,n.丝绸
silver,"n.银,银子vt.镀银"
similar,"adj.相似的,类似的"
simple,"adj.简单的,简易的,朴素的,简朴的,天真的,率直的,无经验的,易受骗的"
simplify,"vt.单一化,简单化"
simply,"adv.简单地,完全,简直,仅仅,只不过,朴素地,只是"
since,"adv.以后,后来,以前 prep.自从,自...以来 conj.自...以后,自...以来,因为,既然"
sing,"v.唱,演唱"
sir,"n.先生,阁下,(对爵士或男爵前的尊称)爵士"
sister,"n.姐妹,姐,女会员,修女,妹vt.姐妹般对待"
sit,"v.(使)就座,(使)坐"
six," num.六,六个"
size,"n.大小,尺寸,(衣服等)尺码vt.依大小排列 /n.大小/移动"
ski,n.滑雪橇vi.滑雪
skill,"n.技能,,技巧,熟练,巧妙"
skilled,adj.熟练的
skip,"v.跳,蹦,急速改变,跳读,遗漏,跳跃n.跳跃"
skirt,n.裙子v.环绕
sky,"n.天,天空"
sleep,"vi.睡,睡觉n.睡眠"
slow,"adj.慢的,迟钝的,不活跃的,缓慢的v.(～ down)(使)慢下来,(使)减速,减缓adv.缓慢"
slowly,"adv.慢慢地,迟缓地"
small,"adj.小的,少的"
smart,"n.刺痛,痛苦adj.巧妙的,聪明的,漂亮的,潇洒的,刺痛的,剧烈的,厉害的,敏捷的vi.刺痛,懊恼 轻快地,严厉地,灵巧地,精确的,时髦地,大大的"
smartphone,
smell,"n.气味,臭味,嗅觉v.嗅,闻到,散发(...的)气味,有(...的)气味"
smile,vi.(～ at) 微笑n.微笑
smoke,"n.烟,烟尘,烟幕v.抽烟,吸烟vi.冒烟"
smoker,
smoking,"n.抽烟,冒烟"
snake,n.蛇v.迂回前进
snow,n.雪vi.下雪
snowstorm,n.暴风雪
so," conj.因而,所以,那么,这样看来adv.[表示程度] 如此,那么,非常,很,[表示方式] 这样,那样,如此,因此 [域] Somalia ,索马里"
soccer,n.英式足球
social,"adj.社会的,爱交际的,社交的,群居的"
society,"n.社会,...会,...社,友伴,交际,社交界,上流社会"
sock,"n.短袜,鞋内衬底,轻软鞋,一击,零食vt.给...穿袜,重击,猛投,请...吃零食vi.爱吃零食adj.非常成功的adv.正着地,不偏不倚地"
soda,"n.苏打,碳酸水"
sofa,n.沙发
soft,"adj.软的,柔软的,温和的,温柔的,不含酒精的n.软件"
soften,"v.(使)变柔软,(使)变柔和"
software,n.软件
soil,"n.土壤,土地,国土,国家,温床,粪便,务农vt.弄脏,污辱vi.变脏"
solve,"vt.解决,解答"
some,"adj.一些,少许,若干,有些,大约,相当的 pron.一些,若干,有些,某些"
somebody,"n.重要人物,有名气的人 pron.有人,某人"
someone," pron.有人,某人"
something," pron.某事,某物adj.有点象,大约"
sometimes,"adv.不时,有时"
son,"n.儿子,女婿,(长者对年轻男子的称呼)孩子,<基督教>圣子,耶稣基督"
soon,"adv.立刻,不久,快,早,宁愿"
soul,"n.灵魂,心灵,精神,精力"
sound,"n.声音,语音,噪音,吵闹,海峡,听力范围,探条adj.健全的,可靠的,合理的,有效彻底的,健康的adv.彻底地,充分地vi.发出声音,回响,测深,听起来vt.使发声,宣告,听诊,测...深,试探"
soup,
south,"n.南部,南adj.南的,南方的adv.在南方,向南方"
southern,"adj.南的,南方的"
southwest,"n.西南方adj.西南的,向西南方的"
southwestern,"adj.西南的,来自西南的"
space,"n.空间,间隔,距离,空地,余地,一段时间vt.留间隔,隔开"
spaceship,n.太空船
speak,"v.说话,谈话,说明事实,表示意见,发言,演讲,操(某种语言)"
speaker,"n.说话者,演讲人,演说者,扬声器,喇叭"
special,"n.特派员,专车,专刊adj.特别的,特殊的,专门的,专用的"
speech,"n.演说,讲话 语音"
speed,"n.迅速,速度,速率v.加快,速飞,飞跑"
spelling,"n.拼法,拼写法"
spend,"v.花费,消耗,用尽vt.度过,消磨"
spider,"n.蜘蛛,设圈套者,三脚架"
sport,"n.运动,[pl.] 运动会"
stand,"n.停止,抵抗的状态,立场,立足点,看台,架子,台v.站,立,站起,(使)竖立,(使)位于,维持不变,持久,经受"
standard,"n.旗,军旗,标准,规格,本位adj.标准的,权威,第一流的"
star,"n.星,恒星,明星,名角"
start,"n.动身,出发点,开始,惊起,惊跳,赛跑的先跑权,优先地位v.出发,起程,开始,着手,惊动,惊起,起动,发动  削减战略武器条约START(Strategic Arms Reduction Treaty)"
station,"n.位置,岗位,地位,身份,...局,...站vt.驻扎,配置"
stay,"n.逗留,延缓,中止,支柱v.在,暂住,坚持,止住,抑制,延缓,停(下)"
step,"n.脚步,步幅,步调,步伐,步骤,措施,梯级,台阶v.走,举步,移步,踏 产品数据转换规范"
still,"n.寂静,剧照,照片adj.静止的,静寂的adv.还,仍,更,还要,尽管如此,依然 静止画面,静态图片"
stone,"n.石,石头,宝石"
stop,"n.停止,车站,逗留,障碍,风琴的音栓,填塞vi.停止,被塞住vt.塞住,堵塞,阻止,击落,断绝,终止,难倒"
store,"vt.贮藏,贮备,存储n.商店,店铺,贮藏,贮备"
story,"n.故事,小说,传说,事迹,经历,假话,谎话"
straight,"adj.直的,诚实的,正直的,率直的,整齐的adv.直,直接,一直"
stranger,"n.陌生人,门外汉"
strawberry,n.[植]草莓
street,"n.街,街道"
strength,"n.力,力量,力气,实力,兵力,浓度"
stress,"n.重压,逼迫,压力,重点,着重,强调,重音vt.着重,强调,重读"
strict,"adj.(～ with) 严格的,严厉的,严谨的,精确的"
strong,"adj.强,强壮的,坚固的,浓的,强烈的,强大的,强的,强硬的"
strongly,"adv.强有力的,坚固地,坚强地,激烈地"
student,"n.(大小学校的)学生,研究者,学者"
study,"n.学习,研究,学科,试作,论文,求学,努力,书房vt.学习,攻读,研究,考虑,计划vi.学习,试图"
stupid,"adj.愚蠢的,麻木的,乏味的"
style,"n.风格,时尚,文体,风度,类型,字体vt.称呼,设计,使合潮流 使铁笔作装饰画"
subject,"n.题目,主题,科目,学科,国民,[语法]主语adj.受他国统治的,未独立的,受制于...的,受...影响的,以...为条件的vt.使屈从于...,使隶属"
subway,"n.地道,<美> 地铁"
succeed,"vi.(～ in) 成功v.继...之后,继任,继承,取得成功"
success,"n.成功,成就,胜利,发迹,兴旺"
successful,adj.成功的
such,"adj.这样的,这种,某一 pron.这样的人(们)或物"
sudden,"adj.突然的,意外的"
suddenly,adv.突然地
suffer,"vt.遭受,经历,忍受vi.受痛苦,受损害"
sugar,"n.糖,食糖"
suit,"v.合适,适合,相配,合式,适宜于n.一套衣服"
suitable,"adj.适当的,相配的"
sum,"n.总数,和,金额,算术题"
summer,"n.夏季vi.避暑,过夏天adj.夏季的,在夏季的"
sun,"n.太阳,阳光,恒星vt.晒n.(Sun) 星期天(=Sunday) 美国Sun公司,主要生产SUN系列工作站和网络产品,是JAVA语言的创始者"
Sunday,
sunrise,n.日出
sunshine,n.阳光
supermarket,n.超级市场
superstar,
supper,n.晚餐
support,"vt.支撑,扶持,支持,支援,拥护,维持,赡养,忍受n.支撑,支持,支援,维持,赡养,支持者,支柱"
supporter,"n.支持者,赡养者,拥护者"
supportive,
sure,"adj.对....有把握,确信某事,稳当的,可靠的adv.的确,当然"
surprise,"n.惊奇,诧异,惊人之事,奇袭vt.使惊奇,奇袭adj.令人惊讶的"
surprised,adj.感到惊讶的
survival,"n.生存,幸存,残存,幸存者,残存物"
survive,"v.幸免于,幸存,生还"
sweep,"v.扫,打扫,清扫,席卷,冲光,扫过,掠过"
swim,"n.游泳,漂浮,潮流,眼花adj.游泳时穿戴的vi.游泳,游,漂浮,旋转,覆盖,充溢,眩晕,浸vt.游过,使浮起adj.游泳时穿戴的"
system,"n.系统,体系,制度,体制,秩序,规律,方法"
table,"n.桌子,餐桌,工作台,平地层,石板,表格adj.桌子的,台子的vt.搁置,嵌合,制表"
tail,"n.尾部,尾巴,尾状物,后部,踪迹,排的长队,限定继承权;adj.在后面的,限定继承的,尾部的,后面来的,后部的;vt.为...装尾,附于其后,尾随,跟踪,监视,使架住;vi.成为散乱的行列,跟踪,嵌入,船尾搁浅"
take,"v.拿,拿走,取,抓,占领,获得,接受,感受n.捕获量"
talent,"n.天才,才干,才能"
talk,"v.谈话,讲,谈论,议论,说服某人做某事n.谈话,会谈,讲演,讲话"
tall,"adj.高的,长的,夸大的adv.<俚> 夸大地"
target,"n.目标,对象,靶子"
task,"n.任务,作业v.分派任务"
taste,"v.品尝,辨味,(of)有 ...味道,领略vt.体验,感到n.味道,味觉"
tax,"n.税,税款,税金vt.对...征税,使负重担,指控,责备"
tea,"n.茶,茶树,茶叶,茶点vt.给...沏茶vi.喝茶,进茶点"
teach,"v.讲授,教授"
teacher,n.教师
team,"n.队,组"
tear,"n.破处,破缝,泪滴,眼泪,扯,飞奔,激怒vi.流泪,撕破,猛冲,飞奔,被撕破vt.扯,撕,撕破,戳破,拉掉,折磨,使分裂,撕掉"
technological,adj.科技的
technology,"n.工艺,科技,技术"
teenage,adj.十几岁的
teenager,n.十几岁的青少年
telephone,"n.电话,电话机v.打电话"
television,"n.电视,电视机,电机学,电视广播事业"
tell,"vt.告诉,说,吩咐,断定,知道vi.讲述,泄密,告发,表明,作证n.<方>讲的事,传闻"
ten," num.十,十个"
tend,"vi.趋向,往往是vt.照管,护理"
tennis,"n.网球运动adj.网球的,用于网球运动的vi.打网球"
test,"n.测试,试验,检验v.测试,试验,检验"
text,"n.正文,原文,课文,课本"
than, conj.比 prep.与...相比较
Thanksgiving,
that,"adj.那,那个 pron.那,那个 conj.引导从句"
the, art.那
theater,"n.剧场,戏院,电影院,阶梯教室,手术教室,手术室,全体观众,戏剧"
their," pron.他们的,她们的,它们的"
theirs," pron.他们的(所有物),属于他们的(东西)"
them," pron.[they 的宾格] 他们,她们,它们"
theme,"n.(谈话,写作等的)题目,主题,学生的作文,作文题,[音乐] 主题,主题曲,主旋律"
themselves," pron.他们自己,她们自己,它们自己,他们亲自,她们亲自,它们亲自"
then,"adv.当时,在那时,那么,因而,然后,于是"
theory,"n.理论,学说,...论,原理,意见,推测"
there,adv.在那里
these,adj.pron.这些
they," pron.他们,它们"
thief,"n.小偷,贼"
thin,"adj.薄的,细的,瘦的,稀少的,稀疏的,(液体、气体)稀薄的,淡的,空洞的vt.使变薄,使变细,使稀少,使淡vi.变薄,变细,稀少,变淡adv.薄地,稀疏地,微弱地n.细小部分"
thing,"n.东西,物,[pl.] 所有物,用品,事,事情,事件,[pl.] 事态"
think,"v.想,思索,认为vt.认为,以为,预料"
thinker,"n.思想者,思想家,心智"
third," num.第三,三分之一"
thirteen, num.十三
thirty, num.三十
this,"adj.这,这个,今,本 pron.这,这个"
those,adj.pron.那些
though,"adv.虽然,可是 conj.虽然,尽管"
thought,"n.思考,想法,思想,思潮,关心,关怀,挂念 vbl.think的过去式和过去分词"
thousand," num.一千,一千个n.[pl.] 许多,无数"
three, num.三
through," prep.穿过,通过,从开始到结束,经由,以adv.从头到尾,自始至终,直达地,彻底,完全adj.直达的,直通的"
throw,"n.投,掷v.扔,抛,(指马)把骑者摔在地上,使苦恼,惊忧,投掷"
thunder,"n.雷,雷声,轰隆声vi.打雷,雷鸣"
Thursday,
ticket,"n.票,入场券"
tiger,"n.[动]老虎,虎,凶暴的人"
tighten,"v.变紧,绷紧,拉紧"
till," prep.直到,在...以前,迄 conj.在...以前,直到...为止vt.耕种n.(商店)铁柜,放钱的抽屉,备用现金,冰渍"
time,"n.时间,时侯,时机,节拍,期限,次数,时期,比赛限时vt.安排...的时间,记录...的时间,计时,定时vi.打拍子,(...)合拍adj.时间的,记时的,定时的,定期的,分期的 /n.时间/日期"
tired,"adj.疲劳的,累的,疲倦的"
title,"n.头衔,名称,标题,冠军,资格,字幕,权利,扉页vt.赋予头衔,加标题于adj.标题的,用作书名的"
to," prep.向,往,给...,于...,直到...为止,在...之前,比,对,[表示程度、范围] 到,达 [域] Tonga ,汤加"
today,"adv.今天,现今n.今天,现今"
together,"adv.共同,一起,合起来,集拢地"
toilet,"n.盥洗室,梳洗"
tomato,"n.番茄,西红柿"
tomorrow,"adv.明天见n.明天,未来"
tonight,"adv.今晚,今夜n.今晚"
too,"adv.也,太过份"
tool,"n.工具,用具,爪牙,走狗,手段vt.用工具加工,使用设备vi.使用工具"
tooth,n.牙齿
top,"n.顶部,顶端,极点,顶蓬,陀螺,(常用复数)根菜植物的叶子,上部,盖子adj.最高的,顶上的,头等的vt.盖,戴,高耸,达到顶端,截去(植物)顶端,高过,超越vi.结束,完成,胜过"
topic,"n.话题,主题"
total,"n.总数,合计adj.总的,全部的,整个的v.合计,总数达,达到"
tourist,"n.旅行者,旅游者"
toward," prep.向,对于,为了adj.有希望的,有利的,逼近的,温顺的"
town,"n.市镇,城镇"
toy,
tradition,"n.传统,惯例"
traditional,"adj.传统的,惯例的,口传的,传说的"
traffic,"n.交通,通行,运输,贸易,交通量,交易,交往,通信量vi.交易,买卖vt.在...通行,用...作交换"
training,"n.训练,练习adj.训练的"
translate,"vt.翻译,解释,转化,转变为,调动vi.翻译,能被译出"
travel,"v.旅行,传播vi.行进,传播n.旅行"
treat,"n.宴请,款待,请客vt.视为,对待,论述,治疗,款待vi.交涉,谈判,协商,款待,作东"
tree,"n.树,木料,树状物vt.赶上树n.[计] 显示驱动器的子目录结构vi.爬上树,逃上树"
trend,"n.倾向,趋势vi.伸向,倾向,通向"
trip,"n.(短途)旅行,绊倒,摔倒,失足,往返,差错,支吾,旅程vt.使跌倒,使犯错,使失败,挑剔vi.轻快地走,摔倒,绊倒,失足,结巴,远足,犯错,旅行"
trouble,"n.烦恼,麻烦,动乱,纠纷,疾病,故障,问题vt.(使)烦恼,麻烦,打扰,麻烦自己,费神,费心"
true,"adj.真实的,真正的,忠实的,忠诚的,正确的"
truly,"adv.真实地,不假"
trust,"vt.信任,信赖,盼望,希望,赊卖,热望,切望n.(～ in) 信任,信赖"
truth,"n.事实,确实,真理,原理"
try,"n.尝试v.试,试图,努力,试验,磨难,考验,审问"
Tuesday,
turn,"n.转动,旋转,转变方向,轮流,时机,(一)回,倾向,癖性v.(使)转动,翻转,扭转,(使)变质,超过(年龄,数量等),车(成)"
twelve, num.十二
twentieth,"adj.第二十的,二十分之一的n.第二十(个),二十分之一,(月)的第二十日"
twenty," num.二十,二十个"
twice,"adv.两次,两倍"
twin,"n.双胞胎中一人,孪生子adj.双胞胎的,一对的,相似的vi.生双胞胎,成对vt.孪生,使成对"
two," num.二,两个"
typical,"adj.典型的,象征性的"
ugly,"adj.丑陋的,难看的"
umbrella,"n.伞,雨伞,庇护"
unable,"adj.不能的,不会的"
uncle,"n.伯父,叔父,姨丈,援助者"
unclear,adj.不清楚的
under," prep.在...之下,在...之内,在...领导下,低于,假借adv.在下"
underline,"vt.在...下面划线,作...的衬里,加下划线,强调n.下划线"
understand,"v.懂,了解,听说,推定,以为,省略"
union,"n.联合,合并,结合,联盟,协会"
universe,"n.宇宙,世界,万物,领域"
university,n.(综合)大学
unknown,"adj.不知道的,未知的n.不知名的"
